itemName,itemId,jobName,itemTypeDetail,SkillName,Value(min),(max),(value)
성물 : 이프리트의 배틀액스,f688f03021937c0fb6762f9c5cf2ee62,프리스트(여),베틀액스,모든 스킬,1,50,1
성물 : 칼리체의 배틀액스,f5d1b45a65665000d79ec41f7a2e461e,프리스트(남),베틀액스,모든 스킬,1,35,1
성물 : 칼리체의 배틀액스,f5d1b45a65665000d79ec41f7a2e461e,프리스트(여),베틀액스,모든 스킬,1,35,1
성물 : 켈피의 배틀액스,e63f9a814b00901e5a50011be1071baa,프리스트(남),베틀액스,모든 스킬,1,15,1
성물 : 켈피의 배틀액스,e63f9a814b00901e5a50011be1071baa,프리스트(여),베틀액스,모든 스킬,1,15,1
성물 : 하라스의 배틀액스,3781743564373365f4699401f1c128f2,프리스트(남),베틀액스,모든 스킬,1,30,1
성물 : 하라스의 배틀액스,3781743564373365f4699401f1c128f2,프리스트(여),베틀액스,모든 스킬,1,30,1
성전사의 배틀액스,ffea61be233c8d3ca5556572ebc30a34,프리스트(남),베틀액스,거병 마스터리,1,,
성전사의 배틀액스,ffea61be233c8d3ca5556572ebc30a34,프리스트(여),베틀액스,배틀액스 마스터리,1,,
스위프트 레비지,a6f043eda8b99adc378dc1c94d5a9181,프리스트(남),베틀액스,낙봉추,1,,
스위프트 레비지,a6f043eda8b99adc378dc1c94d5a9181,프리스트(남),베틀액스,무쌍격,1,,
신성한 징벌,9f7d5623ae7bbaa12b77a21bc418af88,프리스트(남),베틀액스,스트라이킹,1,,
신성한 징벌,9f7d5623ae7bbaa12b77a21bc418af88,프리스트(남),베틀액스,저 하늘의 별,1,,
어스퀘이커,0915a7a97e89aafad25e13fd2d5278d6,프리스트(남),베틀액스,난격,1,,
올드 파,6a0c0a016f06162b8c44119631581cb6,프리스트(남),베틀액스,성불,1,,
올드 파,6a0c0a016f06162b8c44119631581cb6,프리스트(여),베틀액스,플레게의 화염병,1,,
인더스트리어 액스,ea7a0ad4adb80c90d6ee00f4c7dff5a8,프리스트(남),베틀액스,난격,1,,
인더스트리어 액스,ea7a0ad4adb80c90d6ee00f4c7dff5a8,프리스트(남),베틀액스,질풍타,1,,
자비의 도끼,b295fa8fb6c4bdbd316b83e12949f413,프리스트(남),베틀액스,열정의 챠크라,1,,
자비의 도끼,b295fa8fb6c4bdbd316b83e12949f413,프리스트(여),베틀액스,광적인 믿음,1,,
제국 사형집행인의 도끼,64062e52e32c4a272917de7eb3ca590d,프리스트(남),베틀액스,낙봉추,1,,
진 : 리옹의 혼이 깃든 액스,0a1c239d94250f45937a2512dd9b4e88,프리스트(남),베틀액스,공참타,1,,
진 : 리옹의 혼이 깃든 액스,0a1c239d94250f45937a2512dd9b4e88,프리스트(여),베틀액스,라이징 슬래쉬,1,,
진 : 파이어 엣지드 액스,88b666aefa5bd966ae6fb7f16c351312,프리스트(남),베틀액스,거병 마스터리,1,,
진 : 파이어 엣지드 액스,88b666aefa5bd966ae6fb7f16c351312,프리스트(남),베틀액스,낙봉추,1,,
캐버라인,ba43a3736bea391bc84ce1ea379c71be,프리스트(남),베틀액스,낙봉추,1,,
타머하켄,e914e9718ea159d4e3d1400fb377aff5,프리스트(남),베틀액스,저 하늘의 별,1,,
타머하켄,e914e9718ea159d4e3d1400fb377aff5,프리스트(남),베틀액스,단층지격,1,,
타머하켄,e914e9718ea159d4e3d1400fb377aff5,프리스트(여),베틀액스,성화,1,,
타머하켄,e914e9718ea159d4e3d1400fb377aff5,프리스트(여),베틀액스,징벌의 일격,1,,
테라 : 리컨스트럭션 배틀엑스,fb7ccfc45f42037b7cfe6cbce8bed872,공통,베틀액스,모든 스킬,1,85,1
테이다의 황금 도끼,62817d4d21e967f9d38a74c29994c760,프리스트(남),베틀액스,무쌍격,1,,
테이다의 황금 도끼,62817d4d21e967f9d38a74c29994c760,프리스트(여),베틀액스,참수,1,,
테이다의 황금 도끼,62817d4d21e967f9d38a74c29994c760,공통,베틀액스,물리 크리티컬 히트,1,,
티타니아카 : 흉폭한 파괴의 상징,50aa638748741a3c2a379a8cec1f1b3f,프리스트(남),베틀액스,거병 마스터리,1,,
티타니아카 : 흉폭한 파괴의 상징,50aa638748741a3c2a379a8cec1f1b3f,프리스트(여),베틀액스,배틀액스 마스터리,1,,
파라슈,bde121858ffed7e69e102cfbc4119fe7,프리스트(남),베틀액스,참격,1,,
파이어 엣지드 액스,8c1eb0142d4683fb22ea2b612c4c17cc,프리스트(남),베틀액스,거병 마스터리,1,,
파이어 엣지드 액스,8c1eb0142d4683fb22ea2b612c4c17cc,프리스트(남),베틀액스,무쌍격,1,,
고르아의 가르침 - 제압,16a66b33ac1a17c8aba269907fa3b49b,프리스트(남),베틀액스,홀리 카운터,2,,
고르아의 가르침 - 제압,16a66b33ac1a17c8aba269907fa3b49b,프리스트(남),베틀액스,난격,2,,
고르아의 가르침 - 제압,16a66b33ac1a17c8aba269907fa3b49b,프리스트(여),베틀액스,세례의 불길,2,,
더블 엣지드 액스,cb2e8a4b82872002b278885ccf3d6418,프리스트(남),베틀액스,대회전격,2,,
리옹의 혼이 깃든 액스,0b1abb3f9719f8df66334646087b111a,프리스트(남),베틀액스,낙봉추,2,,
리옹의 혼이 깃든 액스,0b1abb3f9719f8df66334646087b111a,프리스트(여),베틀액스,강습,2,,
마법으로 봉인된 데빌 아이,3a5ee30c107d5be0502d75c472e6e4bb,프리스트(남),베틀액스,무쌍격,2,,
마법으로 봉인된 데빌 아이,3a5ee30c107d5be0502d75c472e6e4bb,프리스트(남),베틀액스,난격,2,,
마법으로 봉인된 데빌 아이,3a5ee30c107d5be0502d75c472e6e4bb,프리스트(여),베틀액스,참수,2,,
마법으로 봉인된 데빌 아이,3a5ee30c107d5be0502d75c472e6e4bb,프리스트(여),베틀액스,세례의 불길,2,,
마법으로 봉인된 크루드 배틀액스,9e23e63bd25a9e21edfee82240fda97e,프리스트(남),베틀액스,거선풍,2,,
마법으로 봉인된 크루드 배틀액스,9e23e63bd25a9e21edfee82240fda97e,프리스트(여),베틀액스,심판의 일격,2,,
메가 호크,71affeecaa6668f8ecd6615db0806549,프리스트(남),베틀액스,스트라이킹,2,,
베이시스 마스터,4822f74c32fa9aa7d243db0bd1bb2c75,프리스트(남),베틀액스,열정의 챠크라,2,,
베이시스 마스터,4822f74c32fa9aa7d243db0bd1bb2c75,프리스트(남),베틀액스,대회전격,2,,
베이시스 마스터,4822f74c32fa9aa7d243db0bd1bb2c75,프리스트(남),베틀액스,거병 마스터리,2,,
베이시스 마스터,4822f74c32fa9aa7d243db0bd1bb2c75,프리스트(여),베틀액스,광적인 믿음,2,,
베이시스 마스터,4822f74c32fa9aa7d243db0bd1bb2c75,프리스트(여),베틀액스,고결한 격노,2,,
베이시스 마스터,4822f74c32fa9aa7d243db0bd1bb2c75,프리스트(여),베틀액스,배틀액스 마스터리,2,,
블로우 스위프트,5b7e32a5875b1a3f866c60e83e2349a7,프리스트(남),베틀액스,공참타,2,,
블로우 스위프트,5b7e32a5875b1a3f866c60e83e2349a7,프리스트(여),베틀액스,라이징 슬래쉬,2,,
올드 파,6a0c0a016f06162b8c44119631581cb6,프리스트(남),베틀액스,지의 식신 - 현무,2,,
올드 파,6a0c0a016f06162b8c44119631581cb6,프리스트(여),베틀액스,고결한 격노,2,,
위도우 메이커,4e34b83a6de0299a57ca9fbe417b2cb8,프리스트(남),베틀액스,거선풍,2,,
위도우 메이커,4e34b83a6de0299a57ca9fbe417b2cb8,프리스트(남),베틀액스,대회전격,2,,
위도우 메이커,4e34b83a6de0299a57ca9fbe417b2cb8,프리스트(여),베틀액스,심판의 일격,2,,
위도우 메이커,4e34b83a6de0299a57ca9fbe417b2cb8,프리스트(여),베틀액스,고결한 격노,2,,
진 : 리옹의 혼이 깃든 액스,0a1c239d94250f45937a2512dd9b4e88,프리스트(남),베틀액스,낙봉추,2,,
진 : 리옹의 혼이 깃든 액스,0a1c239d94250f45937a2512dd9b4e88,프리스트(여),베틀액스,강습,2,,
진 : 파이어 엣지드 액스,88b666aefa5bd966ae6fb7f16c351312,프리스트(남),베틀액스,무쌍격,2,,
처형자의 도끼,9e8c5bcfc4aac835b258ad3438e9f4e6,프리스트(남),베틀액스,난격,2,,
처형자의 도끼,9e8c5bcfc4aac835b258ad3438e9f4e6,프리스트(남),베틀액스,대회전격,2,,
처형자의 도끼,9e8c5bcfc4aac835b258ad3438e9f4e6,프리스트(남),베틀액스,무쌍격,2,,
처형자의 도끼,9e8c5bcfc4aac835b258ad3438e9f4e6,프리스트(여),베틀액스,심판의 일격,2,,
처형자의 도끼,9e8c5bcfc4aac835b258ad3438e9f4e6,프리스트(여),베틀액스,고결한 격노,2,,
처형자의 도끼,9e8c5bcfc4aac835b258ad3438e9f4e6,프리스트(여),베틀액스,참수,2,,
캐버라인,ba43a3736bea391bc84ce1ea379c71be,프리스트(남),베틀액스,무쌍격,2,,
타머하켄,e914e9718ea159d4e3d1400fb377aff5,프리스트(남),베틀액스,거병 마스터리,2,,
타머하켄,e914e9718ea159d4e3d1400fb377aff5,프리스트(여),베틀액스,배틀액스 마스터리,2,,
테이다의 황금 도끼,62817d4d21e967f9d38a74c29994c760,프리스트(남),베틀액스,대회전격,2,,
테이다의 황금 도끼,62817d4d21e967f9d38a74c29994c760,프리스트(여),베틀액스,고결한 격노,2,,
하이퍼리온,f99693fb30d74cc4ce0d7d3ab12bb1c6,프리스트(남),베틀액스,거병 마스터리,2,,
하이퍼리온,f99693fb30d74cc4ce0d7d3ab12bb1c6,프리스트(여),베틀액스,배틀액스 마스터리,2,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(남),베틀액스,난격,2,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(남),베틀액스,대회전격,2,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(남),베틀액스,무쌍격,2,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(여),베틀액스,심판의 일격,2,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(여),베틀액스,고결한 격노,2,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(여),베틀액스,업화의 소용돌이,2,,
디스트럭션,26451fbe56d33648a17a9589c9047ac1,프리스트(남),베틀액스,거병 마스터리,3,,
디스트럭션,26451fbe56d33648a17a9589c9047ac1,프리스트(여),베틀액스,배틀액스 마스터리,3,,
리옹의 혼이 깃든 액스,0b1abb3f9719f8df66334646087b111a,프리스트(남),베틀액스,저 하늘의 별,3,,
리옹의 혼이 깃든 액스,0b1abb3f9719f8df66334646087b111a,프리스트(여),베틀액스,성화,3,,
신의 대행자,26a723e0ee201148da38de2ac3676c09,프리스트(남),베틀액스,열정의 챠크라,3,,
신의 대행자,26a723e0ee201148da38de2ac3676c09,프리스트(남),베틀액스,난격,3,,
신의 대행자,26a723e0ee201148da38de2ac3676c09,프리스트(남),베틀액스,무쌍격,3,,
신의 대행자,26a723e0ee201148da38de2ac3676c09,프리스트(여),베틀액스,광적인 믿음,3,,
신의 대행자,26a723e0ee201148da38de2ac3676c09,프리스트(여),베틀액스,세례의 불길,3,,
신의 대행자,26a723e0ee201148da38de2ac3676c09,프리스트(여),베틀액스,참수,3,,
진 : 리옹의 혼이 깃든 액스,0a1c239d94250f45937a2512dd9b4e88,프리스트(남),베틀액스,저 하늘의 별,3,,
진 : 리옹의 혼이 깃든 액스,0a1c239d94250f45937a2512dd9b4e88,프리스트(여),베틀액스,성화,3,,
파라슈,bde121858ffed7e69e102cfbc4119fe7,프리스트(남),베틀액스,난격,3,,
파라슈,bde121858ffed7e69e102cfbc4119fe7,프리스트(여),베틀액스,세례의 불길,3,,
파라슈,bde121858ffed7e69e102cfbc4119fe7,프리스트(여),베틀액스,정화의 불꽃,3,,
하이퍼리온,f99693fb30d74cc4ce0d7d3ab12bb1c6,프리스트(남),베틀액스,열정의 챠크라,3,,
하이퍼리온,f99693fb30d74cc4ce0d7d3ab12bb1c6,프리스트(여),베틀액스,광적인 믿음,3,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(남),베틀액스,열정의 챠크라,3,,
한이 서린 울분의 배틀액스,110642a2fb07694dab540f5b61b6fa7a,프리스트(여),베틀액스,광적인 믿음,3,,
헝거 포 헌트,f301dc265e3348a46347700ee0a52653,프리스트(남),베틀액스,난격,3,,
헝거 포 헌트,f301dc265e3348a46347700ee0a52653,프리스트(남),베틀액스,무쌍격,3,,
헝거 포 헌트,f301dc265e3348a46347700ee0a52653,프리스트(여),베틀액스,세례의 불길,3,,
헝거 포 헌트,f301dc265e3348a46347700ee0a52653,프리스트(여),베틀액스,참수,3,,
상급 풋내기 싸움꾼의 도끼,6a25ef702bc89030ff9c8c5d9a936028,프리스트(남),베틀액스,모든 스킬,30,35,1
상급 풋내기 싸움꾼의 도끼,6a25ef702bc89030ff9c8c5d9a936028,프리스트(여),베틀액스,모든 스킬,30,35,1
숙련된 싸움꾼의 도끼,58e3e5f536030d002bbbe269e158401b,프리스트(남),베틀액스,모든 스킬,30,40,1
숙련된 싸움꾼의 도끼,58e3e5f536030d002bbbe269e158401b,프리스트(여),베틀액스,모든 스킬,30,40,1
풋내기 싸움꾼의 도끼,b4c2e88dcc9725d4fe4adcb3b306edf7,프리스트(남),베틀액스,모든 스킬,30,30,1
풋내기 싸움꾼의 도끼,b4c2e88dcc9725d4fe4adcb3b306edf7,프리스트(여),베틀액스,모든 스킬,30,30,1
루베오 아스키아,afe1246e096e772aa54a688bc0e9f0b2,프리스트(남),베틀액스,모든 스킬,45,45,3
루베오 아스키아,afe1246e096e772aa54a688bc0e9f0b2,프리스트(여),베틀액스,모든 스킬,45,45,3
서부 로맨티스트의 배틀액스,3e1011bbea1d2a17db540fa45dbda374,프리스트(남),베틀액스,모든 스킬,45,70,1
서부 로맨티스트의 배틀액스,3e1011bbea1d2a17db540fa45dbda374,프리스트(여),베틀액스,모든 스킬,45,70,1
(구)페거수스,d5961b34c60a768b355d0bb02a2c14ad,거너(남),보우건,윈드밀,1,,
(구)페거수스,d5961b34c60a768b355d0bb02a2c14ad,거너(여),보우건,탑스핀,1,,
(구)홀리 크로스,249680e6725ddbca027833823ec7b57b,거너(남),보우건,은탄,1,,
(구)홀리 크로스,249680e6725ddbca027833823ec7b57b,거너(여),보우건,은탄,1,,
리컨스트럭션 보우건,403f3a772559ee781bc8f2bdc075395e,공통,보우건,모든 스킬,1,50,1
리틀죠,5d3fcd57e4eefc6ff84520bac6981662,거너(남),보우건,강화탄,1,,
리틀죠,5d3fcd57e4eefc6ff84520bac6981662,거너(여),보우건,강화탄,1,,
마그토늄 복합궁,171831da93a5077655d59fe8c0e5a879,거너(남),보우건,은탄,1,,
마그토늄 복합궁,171831da93a5077655d59fe8c0e5a879,거너(남),보우건,특성탄,1,,
마그토늄 복합궁,171831da93a5077655d59fe8c0e5a879,거너(남),보우건,오버 차지,1,,
마그토늄 복합궁,171831da93a5077655d59fe8c0e5a879,거너(여),보우건,은탄,1,,
마그토늄 복합궁,171831da93a5077655d59fe8c0e5a879,거너(여),보우건,특성탄,1,,
마그토늄 복합궁,171831da93a5077655d59fe8c0e5a879,거너(여),보우건,오버 차지,1,,
마법으로 봉인된 델로우 보우건,91f48de3acf0015133b909d5033b9c25,거너(남),보우건,록 온 서포트,1,,
마법으로 봉인된 델로우 보우건,91f48de3acf0015133b909d5033b9c25,거너(남),보우건,네이팜 탄,1,,
마법으로 봉인된 델로우 보우건,91f48de3acf0015133b909d5033b9c25,거너(여),보우건,록 온 서포트,1,,
마법으로 봉인된 델로우 보우건,91f48de3acf0015133b909d5033b9c25,거너(여),보우건,네이팜 탄,1,,
마법으로 봉인된 듀얼 크로스 보우건,15270cc0749fcf6c919f4c897fb1382b,거너(남),보우건,병기 숙련,1,,
마법으로 봉인된 듀얼 크로스 보우건,15270cc0749fcf6c919f4c897fb1382b,거너(여),보우건,병기 숙련,1,,
마법으로 봉인된 래피드 파이어,fe763eef93fe31760dec00e2a10aa1ba,거너(남),보우건,G-35L 섬광류탄,1,,
마법으로 봉인된 래피드 파이어,fe763eef93fe31760dec00e2a10aa1ba,거너(여),보우건,G-35L 섬광류탄,1,,
마법으로 봉인된 리피트 파이어,9648d6c24b1879941f77d3d5359e061d,거너(남),보우건,M18 클레이모어,1,,
마법으로 봉인된 리피트 파이어,9648d6c24b1879941f77d3d5359e061d,거너(여),보우건,M18 클레이모어,1,,
마법으로 봉인된 블랙 스패로우,3ac901628b9ffbd1c7a38748627260e3,거너(남),보우건,네이팜 탄,1,,
마법으로 봉인된 블랙 스패로우,3ac901628b9ffbd1c7a38748627260e3,거너(남),보우건,M18 클레이모어,1,,
마법으로 봉인된 블랙 스패로우,3ac901628b9ffbd1c7a38748627260e3,거너(여),보우건,네이팜 탄,1,,
마법으로 봉인된 블랙 스패로우,3ac901628b9ffbd1c7a38748627260e3,거너(여),보우건,M18 클레이모어,1,,
마법으로 봉인된 샌드 보우건,c0a839a8a62bd7a611d1366961ef83ce,거너(남),보우건,C4,1,,
마법으로 봉인된 샌드 보우건,c0a839a8a62bd7a611d1366961ef83ce,거너(여),보우건,C4,1,,
마법으로 봉인된 스카르프 슈터,c9ea733b4b74c97f2b057f5bf3398590,거너(남),보우건,록 온 서포트,1,,
마법으로 봉인된 스카르프 슈터,c9ea733b4b74c97f2b057f5bf3398590,거너(여),보우건,록 온 서포트,1,,
마법으로 봉인된 헤비보우건,039a5b67069fb35fca627c0452be246f,거너(남),보우건,특성탄,1,,
마법으로 봉인된 헤비보우건,039a5b67069fb35fca627c0452be246f,거너(여),보우건,특성탄,1,,
만한빙궁,f2a66f9cff48b4a359bd022be2cffeec,거너(남),보우건,특성탄,1,,
만한빙궁,f2a66f9cff48b4a359bd022be2cffeec,거너(남),보우건,G-18C 빙결류탄,1,,
만한빙궁,f2a66f9cff48b4a359bd022be2cffeec,거너(여),보우건,특성탄,1,,
만한빙궁,f2a66f9cff48b4a359bd022be2cffeec,거너(여),보우건,G-18C 빙결류탄,1,,
무신의 기운이 담긴 보우건,3cc8c6f59754ead761eff2c19de66998,거너(남),보우건,모든 스킬,1,80,1
무신의 기운이 담긴 보우건,3cc8c6f59754ead761eff2c19de66998,거너(여),보우건,모든 스킬,1,80,1
성물 : 니트라스의 스카르프 슈터,bee8f305494c4fc88dc12a8271141afe,거너(남),보우건,모든 스킬,1,50,1
성물 : 니트라스의 스카르프 슈터,bee8f305494c4fc88dc12a8271141afe,거너(여),보우건,모든 스킬,1,50,1
성물 : 라이오너의 래피드 파이어,9e2e7ec1423575157e0a7b439406d43e,거너(남),보우건,모든 스킬,1,55,1
성물 : 라이오너의 래피드 파이어,9e2e7ec1423575157e0a7b439406d43e,거너(여),보우건,모든 스킬,1,55,1
성물 : 레이크의 샌드 보우건,adaec5daaf8c140385475487a55ea3d9,거너(남),보우건,모든 스킬,1,70,1
성물 : 레이크의 샌드 보우건,adaec5daaf8c140385475487a55ea3d9,거너(여),보우건,모든 스킬,1,70,1
성물 : 로켈의 래피드 파이어,a2205e5179f6291f670f84913c2ddc96,거너(남),보우건,모든 스킬,1,25,1
성물 : 로켈의 래피드 파이어,a2205e5179f6291f670f84913c2ddc96,거너(여),보우건,모든 스킬,1,25,1
성물 : 신비한 아스라이의 롱보우건,daaef1a42c0b0f2aaaa5186ade620bec,거너(남),보우건,모든 스킬,1,10,1
성물 : 신비한 아스라이의 롱보우건,daaef1a42c0b0f2aaaa5186ade620bec,거너(여),보우건,모든 스킬,1,10,1
성물 : 신비한 켈피의 헤비보우건,d1a4761c77f77dcfc3e6859516d2f045,거너(남),보우건,모든 스킬,1,20,1
성물 : 신비한 켈피의 헤비보우건,d1a4761c77f77dcfc3e6859516d2f045,거너(여),보우건,모든 스킬,1,20,1
성물 : 이프리트의 스카르프 슈터,d3fc787062821213d6cddefe915cbde4,거너(남),보우건,모든 스킬,1,45,1
성물 : 이프리트의 스카르프 슈터,d3fc787062821213d6cddefe915cbde4,거너(여),보우건,모든 스킬,1,45,1
성물 : 켈피의 헤비보우건,93972321b89a72074b4099612a80036e,거너(남),보우건,모든 스킬,1,15,1
성물 : 켈피의 헤비보우건,93972321b89a72074b4099612a80036e,거너(여),보우건,모든 스킬,1,15,1
성물 : 튜리크의 블랙 스패로우,6c4cc9752640d56139151bebd62f5398,거너(남),보우건,모든 스킬,1,60,1
성물 : 튜리크의 블랙 스패로우,6c4cc9752640d56139151bebd62f5398,거너(여),보우건,모든 스킬,1,60,1
수전 딜드레드,f55e5de1c60f35d7f406c1662d9c1faa,거너(남),보우건,병기 숙련,1,,
수전 딜드레드,f55e5de1c60f35d7f406c1662d9c1faa,거너(여),보우건,병기 숙련,1,,
신비경궁,76512c52201b524207dcf0144921ac29,거너(남),보우건,난사,1,,
신비경궁,76512c52201b524207dcf0144921ac29,거너(남),보우건,패스티스트 건,1,,
신비경궁,76512c52201b524207dcf0144921ac29,거너(남),보우건,강화탄,1,,
신비경궁,76512c52201b524207dcf0144921ac29,거너(여),보우건,권총의 춤,1,,
신비경궁,76512c52201b524207dcf0144921ac29,거너(여),보우건,패스티스트 건,1,,
신비경궁,76512c52201b524207dcf0144921ac29,거너(여),보우건,강화탄,1,,
썬더보우,ec2acaa220460e6be7b28eccb082fdff,거너(남),보우건,오버 차지,1,,
썬더보우,ec2acaa220460e6be7b28eccb082fdff,거너(남),보우건,은탄,1,,
썬더보우,ec2acaa220460e6be7b28eccb082fdff,거너(남),보우건,강화탄,1,,
썬더보우,ec2acaa220460e6be7b28eccb082fdff,거너(여),보우건,오버 차지,1,,
썬더보우,ec2acaa220460e6be7b28eccb082fdff,거너(여),보우건,은탄,1,,
썬더보우,ec2acaa220460e6be7b28eccb082fdff,거너(여),보우건,강화탄,1,,
아이언 로즈,8928ba610e225e1b8bd2771ab1dd67cb,거너(남),보우건,록 온 서포트,1,,
아이언 로즈,8928ba610e225e1b8bd2771ab1dd67cb,거너(여),보우건,록 온 서포트,1,,
진 : 돌격대장의 메카키메라 I : 보우건,bde2bd46fe83e3f4804f15246a7cc8e9,거너(남),보우건,병기 숙련,1,,
진 : 돌격대장의 메카키메라 I : 보우건,bde2bd46fe83e3f4804f15246a7cc8e9,거너(여),보우건,병기 숙련,1,,
진 : 무신의 기운이 담긴 보우건,2af54d21092e0e21c31dc645a2e23e6f,거너(남),보우건,모든 스킬,1,85,1
진 : 무신의 기운이 담긴 보우건,2af54d21092e0e21c31dc645a2e23e6f,거너(여),보우건,모든 스킬,1,85,1
진 : 아이언 로즈,7849b0dd1ccf735b6481b18bc0c91d7e,거너(남),보우건,M18 클레이모어,1,,
진 : 아이언 로즈,7849b0dd1ccf735b6481b18bc0c91d7e,거너(남),보우건,G-14 파열류탄,1,,
진 : 아이언 로즈,7849b0dd1ccf735b6481b18bc0c91d7e,거너(여),보우건,M18 클레이모어,1,,
진 : 아이언 로즈,7849b0dd1ccf735b6481b18bc0c91d7e,거너(여),보우건,G-14 파열류탄,1,,
카르투체,8e897307841d360a5de86069ba9c8606,거너(남),보우건,강화탄,1,,
카르투체,8e897307841d360a5de86069ba9c8606,거너(남),보우건,병기 숙련,1,,
카르투체,8e897307841d360a5de86069ba9c8606,거너(여),보우건,강화탄,1,,
카르투체,8e897307841d360a5de86069ba9c8606,거너(여),보우건,병기 숙련,1,,
테라 : 리컨스트럭션 보우건,d8d770c02464f6d6cb311257bd97e893,공통,보우건,모든 스킬,1,85,1
트라이스팅어,06b5819ea7f22541d9a35a0d46ecd6dd,거너(남),보우건,강화탄,1,,
트라이스팅어,06b5819ea7f22541d9a35a0d46ecd6dd,거너(여),보우건,강화탄,1,,
페거수스,fac8870006e1bc2b8cc39a474e2e2151,거너(남),보우건,윈드밀,1,,
페거수스,fac8870006e1bc2b8cc39a474e2e2151,거너(여),보우건,탑스핀,1,,
(구)윌리엄 텔,7e2d8714b25f14f2150b6f230b4c6d4b,거너(남),보우건,헤드샷,2,,
(구)윌리엄 텔,7e2d8714b25f14f2150b6f230b4c6d4b,거너(여),보우건,헤드샷,2,,
(구)컴뱃 보우건,36a4798b46f6e6cf5848a7095c68c6b6,거너(남),보우건,M-137 개틀링건,2,,
(구)컴뱃 보우건,36a4798b46f6e6cf5848a7095c68c6b6,거너(여),보우건,M-137 개틀링건,2,,
(구)페거수스,d5961b34c60a768b355d0bb02a2c14ad,거너(남),보우건,마하킥,2,,
(구)페거수스,d5961b34c60a768b355d0bb02a2c14ad,거너(여),보우건,니들 소배트,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(남),보우건,특성탄,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(남),보우건,은탄,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(남),보우건,오버 차지,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(남),보우건,병기 숙련,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(여),보우건,특성탄,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(여),보우건,은탄,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(여),보우건,오버 차지,2,,
다중오라 보우건,75df4beac25843ccb99bb5f6db7242a7,거너(여),보우건,병기 숙련,2,,
달인의 윌리엄 텔,3df7f52acf6aec1c4f068a749f24df18,거너(남),보우건,헤드샷,2,,
달인의 윌리엄 텔,3df7f52acf6aec1c4f068a749f24df18,거너(여),보우건,헤드샷,2,,
라스피,3b8cc43cb6120da6840385f7059365f9,거너(남),보우건,G-35L 섬광류탄,2,,
라스피,3b8cc43cb6120da6840385f7059365f9,거너(남),보우건,C4,2,,
라스피,3b8cc43cb6120da6840385f7059365f9,거너(여),보우건,G-35L 섬광류탄,2,,
라스피,3b8cc43cb6120da6840385f7059365f9,거너(여),보우건,C4,2,,
레클루타나,2fcc5fdd0aa749b6779188df42255e2a,거너(남),보우건,은탄,2,,
레클루타나,2fcc5fdd0aa749b6779188df42255e2a,거너(남),보우건,G-14 파열류탄,2,,
레클루타나,2fcc5fdd0aa749b6779188df42255e2a,거너(여),보우건,은탄,2,,
레클루타나,2fcc5fdd0aa749b6779188df42255e2a,거너(여),보우건,G-14 파열류탄,2,,
마법으로 봉인된 듀얼 크로스 보우건,15270cc0749fcf6c919f4c897fb1382b,거너(남),보우건,C4,2,,
마법으로 봉인된 듀얼 크로스 보우건,15270cc0749fcf6c919f4c897fb1382b,거너(여),보우건,C4,2,,
마법으로 봉인된 샌드 보우건,c0a839a8a62bd7a611d1366961ef83ce,거너(남),보우건,G-18C 빙결류탄,2,,
마법으로 봉인된 샌드 보우건,c0a839a8a62bd7a611d1366961ef83ce,거너(여),보우건,G-18C 빙결류탄,2,,
마법으로 봉인된 하이 윈드,0e306e2ce5038b356446adae20fa8bc0,거너(남),보우건,G-18C 빙결류탄,2,,
마법으로 봉인된 하이 윈드,0e306e2ce5038b356446adae20fa8bc0,거너(여),보우건,G-18C 빙결류탄,2,,
매시브 와이드,b6c19302c245b315f7d29627726eb9db,거너(남),보우건,G-14 파열류탄,2,,
매시브 와이드,b6c19302c245b315f7d29627726eb9db,거너(남),보우건,M18 클레이모어,2,,
매시브 와이드,b6c19302c245b315f7d29627726eb9db,거너(남),보우건,G-35L 섬광류탄,2,,
매시브 와이드,b6c19302c245b315f7d29627726eb9db,거너(남),보우건,G-18C 빙결류탄,2,,
매시브 와이드,b6c19302c245b315f7d29627726eb9db,거너(여),보우건,G-14 파열류탄,2,,
매시브 와이드,b6c19302c245b315f7d29627726eb9db,거너(여),보우건,M18 클레이모어,2,,
